purpose,role,flop,probe_file,preflop,flop_actions_pre,action_type,action_name,betsize,betsize_by_pot,is_allin,total_frequency,total_ev,total_combos
3bp_or_4bp_first,BB,9s8d7c,3BP_BTN_BB_9s8d7c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.6698,0.0,787.726767539978
3bp_or_4bp_first,BB,9s8d7c,3BP_BTN_BB_9s8d7c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,BET,4.5,0.2,False,0.3302,0.0,388.273232460022
3bp_or_4bp_first,BB,as9d4c,3BP_BTN_BB_as9d4c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9999,0.0,1175.9222645759583
3bp_or_4bp_first,BB,as9d4c,3BP_BTN_BB_as9d4c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0001,0.0,0.07771708740619943
3bp_or_4bp_first,BB,astd4c,3BP_BTN_BB_astd4c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9999,0.0,1175.9326386451721
3bp_or_4bp_first,BB,astd4c,3BP_BTN_BB_astd4c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0001,0.0,0.06734568782849237
3bp_or_4bp_first,BB,astd9c,3BP_BTN_BB_astd9c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9998,0.0,1175.8023319244385
3bp_or_4bp_first,BB,astd9c,3BP_BTN_BB_astd9c.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0002,0.0,0.19768647209275514
3bp_or_4bp_first,BB,js7s3h,3BP_BTN_BB_js7s3h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9947,0.0,1169.7899279594421
3bp_or_4bp_first,BB,js7s3h,3BP_BTN_BB_js7s3h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0053,0.0,6.21004356443882
3bp_or_4bp_first,BB,jstc4s,3BP_BTN_BB_jstc4s.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9954,0.0,1170.576184272766
3bp_or_4bp_first,BB,jstc4s,3BP_BTN_BB_jstc4s.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0046,0.0,5.423780679702759
3bp_or_4bp_first,BB,jsts4h,3BP_BTN_BB_jsts4h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",CHECK,CHECK,0,,False,0.9916,0.0,1166.118839263916
3bp_or_4bp_first,BB,jsts4h,3BP_BTN_BB_jsts4h.json,F-F-F-R2.6-F-R11-C,"{'type': 'FLOP', 'start_pot': '22.500', 'end_pot': '22.500'}",RAISE,ALLIN,89,3.955555555555555555555555556,True,0.0084,0.0,9.881154164671898
3bp_or_4bp_first,BB,4s4d2c,4BP_BTN_BB_4s4d2c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.5692,0.0,669.4263496398926
3bp_or_4bp_first,BB,4s4d2c,4BP_BTN_BB_4s4d2c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.4308,0.0,506.5736503601074
3bp_or_4bp_first,BB,7s4d2c,4BP_BTN_BB_7s4d2c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.5202,0.0,611.8070869445801
3bp_or_4bp_first,BB,7s4d2c,4BP_BTN_BB_7s4d2c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.4798,0.0,564.1928780078888
3bp_or_4bp_first,BB,8s5d3c,4BP_BTN_BB_8s5d3c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4979,0.0,585.5000245571136
3bp_or_4bp_first,BB,8s5d3c,4BP_BTN_BB_8s5d3c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.5021,0.0,590.4999403953552
3bp_or_4bp_first,BB,8s6d3h,4BP_BTN_BB_8s6d3h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4992,0.0,587.0833668708801
3bp_or_4bp_first,BB,8s6d3h,4BP_BTN_BB_8s6d3h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.5008,0.0,588.9166331291199
3bp_or_4bp_first,BB,9s6d3c,4BP_BTN_BB_9s6d3c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.5121,0.0,602.2591581344604
3bp_or_4bp_first,BB,9s6d3c,4BP_BTN_BB_9s6d3c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.4879,0.0,573.7408418655396
3bp_or_4bp_first,BB,9s7d5c,4BP_BTN_BB_9s7d5c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.5785,0.0,680.2759437561035
3bp_or_4bp_first,BB,9s7d5c,4BP_BTN_BB_9s7d5c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.4215,0.0,495.72402119636536
3bp_or_4bp_first,BB,9s8d6c,4BP_BTN_BB_9s8d6c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.6537,0.0,768.6943459510803
3bp_or_4bp_first,BB,9s8d6c,4BP_BTN_BB_9s8d6c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.3463,0.0,407.30561900138855
3bp_or_4bp_first,BB,9s8d7c,4BP_BTN_BB_9s8d7c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.595,0.0,699.6692848205566
3bp_or_4bp_first,BB,9s8d7c,4BP_BTN_BB_9s8d7c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.405,0.0,476.33071517944336
3bp_or_4bp_first,BB,as9d4c,4BP_BTN_BB_as9d4c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4512,0.0,530.5985577106476
3bp_or_4bp_first,BB,as9d4c,4BP_BTN_BB_as9d4c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,BET,11.3,0.2,False,0.5488,0.0,645.4014072418213
3bp_or_4bp_first,BB,astd4c,4BP_BTN_BB_astd4c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4754,0.0,559.0997006893158
3bp_or_4bp_first,BB,astd4c,4BP_BTN_BB_astd4c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,BET,11.3,0.2,False,0.5246,0.0,616.9002642631531
3bp_or_4bp_first,BB,astd9c,4BP_BTN_BB_astd9c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.5354,0.0,629.5925874710083
3bp_or_4bp_first,BB,astd9c,4BP_BTN_BB_astd9c.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,BET,11.3,0.2,False,0.4646,0.0,546.4074475765228
3bp_or_4bp_first,BB,js7s3h,4BP_BTN_BB_js7s3h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.7012,0.0,824.6174483299255
3bp_or_4bp_first,BB,js7s3h,4BP_BTN_BB_js7s3h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,ALLIN,72,1.274336283185840707964601770,True,0.2988,0.0,351.38255167007446
3bp_or_4bp_first,BB,jstc4s,4BP_BTN_BB_jstc4s.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4306,0.0,506.4150252342224
3bp_or_4bp_first,BB,jstc4s,4BP_BTN_BB_jstc4s.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,BET,11.3,0.2,False,0.5694,0.0,669.5849747657776
3bp_or_4bp_first,BB,jsts4h,4BP_BTN_BB_jsts4h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",CHECK,CHECK,0,,False,0.4339,0.0,510.21337151527405
3bp_or_4bp_first,BB,jsts4h,4BP_BTN_BB_jsts4h.json,F-F-F-R2.6-F-R11-R28-C,"{'type': 'FLOP', 'start_pot': '56.500', 'end_pot': '56.500'}",RAISE,BET,11.3,0.2,False,0.5661,0.0,665.7865934371948
