equity_bucket,mv_simple,board_family,dv_cat,median,iqr,count,pred_band,confidence
weak_hands,no_made,dry_high,gutshot,0.5954,0.3824,765,pure_mix,LOW
weak_hands,no_made,dry_high,no_draw,0.7365,0.21940000000000004,169,lean_bet,MED
weak_hands,no_made,dry_high,oesd,0.1799,0.5703749999999999,370,almost_check,LOW
weak_hands,no_made,dry_high,onecard_bdfd,0.7139,0.16470000000000007,109,lean_bet,MED
weak_hands,no_made,dry_high,twocards_bdfd,0.6606,0.38935,1207,lean_bet,LOW
weak_hands,no_made,dynamic,combo_draw,0.047299999999999995,0.879525,64,almost_check,LOW
weak_hands,no_made,dynamic,gutshot,0.5266,0.54765,531,pure_mix,LOW
weak_hands,no_made,dynamic,no_draw,0.583,0.20224999999999993,55,pure_mix,MED
weak_hands,no_made,dynamic,oesd,0.5366500000000001,0.7499250000000001,228,pure_mix,LOW
weak_hands,no_made,dynamic,twocards_bdfd,0.5052,0.2721,229,pure_mix,MED
weak_hands,no_made,dynamic_2tone,oesd,0.5125,0.19949999999999996,71,pure_mix,MED
weak_hands,no_made,low_dry,no_draw,0.6217,0.22059999999999996,125,lean_bet,MED
weak_hands,no_made,low_dry,twocards_bdfd,0.6910000000000001,0.31800000000000006,190,lean_bet,LOW
weak_hands,no_made,monotone,combo_draw,0.21450000000000002,0.716925,96,lean_check,LOW
weak_hands,no_made,monotone,flush_draw,0.0001,0.0992,105,almost_check,HIGH
weak_hands,no_made,monotone,gutshot,0.336,0.16920000000000002,38,lean_check,MED
weak_hands,no_made,monotone,oesd,0.2356,0.41215,132,lean_check,LOW
weak_hands,no_made,paired,gutshot,0.305,0.728,142,lean_check,LOW
weak_hands,no_made,paired,no_draw,0.8831,0.4336,337,almost_bet,LOW
weak_hands,no_made,paired,twocards_bdfd,0.7675,0.36715,716,lean_bet,LOW
weak_hands,overpair,dynamic,gutshot,0.1585,0.37845,95,almost_check,LOW
weak_hands,overpair,dynamic,no_draw,0.145,0.7081,313,almost_check,LOW
weak_hands,overpair,low_dry,no_draw,0.45765,0.19532500000000003,36,pure_mix,MED
weak_hands,overpair,paired,no_draw,0.0002,0.000375,30,almost_check,HIGH
weak_hands,second_pair,dry_high,gutshot,0.0002,0.008,77,almost_check,HIGH
weak_hands,second_pair,dry_high,no_draw,0.0002,0.045599999999999995,2301,almost_check,HIGH
weak_hands,second_pair,dry_high,twocards_bdfd,0.44055,0.484425,120,pure_mix,LOW
weak_hands,second_pair,dynamic,gutshot,0.0008,0.155925,260,almost_check,MED
weak_hands,second_pair,dynamic,no_draw,0.0191,0.7923,1069,almost_check,LOW
weak_hands,second_pair,dynamic,oesd,0.06714999999999999,0.70115,104,almost_check,LOW
weak_hands,second_pair,dynamic,twocards_bdfd,0.7398,0.30590000000000006,31,lean_bet,LOW
weak_hands,second_pair,dynamic_2tone,no_draw,0.1881,0.21530000000000002,50,almost_check,MED
weak_hands,second_pair,monotone,no_draw,0.0011,0.1549,733,almost_check,MED
weak_hands,second_pair,paired,no_draw,0.0001,0.00019999999999999998,110,almost_check,HIGH
weak_hands,third_pair,dry_high,flush_draw,0.0,0.0017,39,almost_check,HIGH
weak_hands,third_pair,dry_high,gutshot,0.0002,0.0024000000000000002,184,almost_check,HIGH
weak_hands,third_pair,dry_high,no_draw,0.0005,0.1262,2665,almost_check,MED
weak_hands,third_pair,dry_high,oesd,0.011,0.0191,53,almost_check,HIGH
weak_hands,third_pair,dry_high,onecard_bdfd,0.526,0.79345,38,pure_mix,LOW
weak_hands,third_pair,dry_high,twocards_bdfd,0.40985,0.8367499999999999,122,pure_mix,LOW
weak_hands,third_pair,dynamic,gutshot,0.0002,0.0022,429,almost_check,HIGH
weak_hands,third_pair,dynamic,no_draw,0.0008,0.248,1210,almost_check,MED
weak_hands,third_pair,dynamic,oesd,0.0,0.06455,102,almost_check,HIGH
weak_hands,third_pair,dynamic,twocards_bdfd,0.16049999999999998,0.4566,126,almost_check,LOW
weak_hands,third_pair,dynamic_2tone,no_draw,0.0499,0.019300000000000005,38,almost_check,HIGH
weak_hands,third_pair,dynamic_2tone,onecard_bdfd,0.1033,0.26975000000000005,35,almost_check,MED
weak_hands,third_pair,low_dry,no_draw,0.0004,0.0006000000000000001,65,almost_check,HIGH
weak_hands,third_pair,monotone,flush_draw,0.0003,0.0012499999999999998,142,almost_check,HIGH
weak_hands,third_pair,monotone,no_draw,0.1222,0.38835,286,almost_check,LOW
weak_hands,third_pair,paired,no_draw,0.8323,0.6816,233,almost_bet,LOW
weak_hands,top_pair,dry_high,no_draw,0.19645,0.45587500000000003,1062,almost_check,LOW
weak_hands,top_pair,dry_high,twocards_bdfd,0.15089999999999998,0.404225,130,almost_check,LOW
weak_hands,top_pair,dynamic,gutshot,0.0033,0.1836,169,almost_check,MED
weak_hands,top_pair,dynamic,no_draw,0.2453,0.9762,611,lean_check,LOW
weak_hands,top_pair,dynamic,oesd,0.4556,0.82075,63,pure_mix,LOW
weak_hands,top_pair,dynamic,twocards_bdfd,0.439,0.47982500000000006,58,pure_mix,LOW
weak_hands,top_pair,low_dry,no_draw,0.2471,0.169,81,lean_check,MED
weak_hands,top_pair,low_dry,twocards_bdfd,0.3054,0.25115,63,lean_check,MED
weak_hands,top_pair,monotone,no_draw,0.0007,0.0036,325,almost_check,HIGH
weak_hands,top_pair,paired,no_draw,0.0001,0.0,49,almost_check,HIGH
weak_hands,weak_pair,dry_high,flush_draw,0.0001,0.001325,42,almost_check,HIGH
weak_hands,weak_pair,dry_high,gutshot,0.0,0.0002,35,almost_check,HIGH
weak_hands,weak_pair,dry_high,no_draw,0.0299,0.4286,1220,almost_check,LOW
weak_hands,weak_pair,dynamic,gutshot,0.0013,0.30385,319,almost_check,LOW
weak_hands,weak_pair,dynamic,no_draw,0.0003,0.0009,436,almost_check,HIGH
weak_hands,weak_pair,dynamic,oesd,0.0001,0.003225,184,almost_check,HIGH
weak_hands,weak_pair,monotone,flush_draw,0.0011,0.29710000000000003,103,almost_check,MED
